Queue Size,Token Possession,Buffer Size,Threshold,Delta Buffer,Delta Threshold
500,1,1200,30,2100,0
500,1,1200,40,2100,0
500,1,1200,50,2400,0
500,1,1200,60,2400,10
600,1,1200,10,2400,10
600,1,1200,20,2400,10
600,1,1200,30,2400,-10
600,1,1200,40,2400,-10
600,1,1200,50,2400,10
600,1,1200,60,2400,-10
700,1,1200,10,2400,10
700,1,1200,20,2400,-10
700,1,1200,30,2400,0
700,1,1200,40,2400,-10
700,1,1200,50,2400,0
700,1,1200,60,2400,10
800,1,1200,10,2700,10
800,1,1200,20,2700,0
800,1,1200,30,2400,0
800,1,1200,40,2400,10
800,1,1200,50,2700,0
800,1,1200,60,2400,0
900,1,1200,10,2700,-10
900,1,1200,20,2700,0
900,1,1200,30,2700,-10
900,1,1200,40,2700,-10
900,1,1200,50,2700,0
900,1,1200,60,2700,-10
1000,1,1200,10,2700,0
1000,1,1200,20,2700,0
1000,1,1200,30,2700,-10
1000,1,1200,40,2700,0
1000,1,1200,50,2700,10
1000,1,1200,60,2700,10
1100,1,1200,10,2700,-10
1100,1,1200,20,3000,10
1100,1,1200,30,2700,-10
1100,1,1200,40,2700,10
1100,1,1200,50,3000,10
1100,1,1200,60,2700,0
1200,1,1200,10,3000,0
1200,1,1200,20,3000,0
1200,1,1200,30,3000,0
1200,1,1200,40,3000,0
1200,1,1200,50,3000,0
1200,1,1200,60,3000,-10
0,0,1500,10,1500,0
0,0,1500,20,1500,-10
0,0,1500,30,1500,0
0,0,1500,40,1500,-10
0,0,1500,50,1500,0
0,0,1500,60,1500,-10
100,0,1500,10,1500,0
100,0,1500,20,1500,0
100,0,1500,30,1500,0
100,0,1500,40,1500,10
100,0,1500,50,1500,-10
100,0,1500,60,1500,-10
200,0,1500,10,1800,-10
200,0,1500,20,1500,-10
200,0,1500,30,1500,0
200,0,1500,40,1800,0
200,0,1500,50,1800,10
200,0,1500,60,1500,-10
300,0,1500,10,1800,10
300,0,1500,20,1800,10
300,0,1500,30,1800,0
300,0,1500,40,1800,-10
300,0,1500,50,1800,10
300,0,1500,60,1800,0
400,0,1500,10,1800,0
400,0,1500,20,1800,10
400,0,1500,30,1800,0
400,0,1500,40,1800,-10
400,0,1500,50,1800,0
400,0,1500,60,1800,10
500,0,1500,10,2100,0
500,0,1500,20,2100,10
500,0,1500,30,2100,0
500,0,1500,40,2100,-10
500,0,1500,50,1800,0
500,0,1500,60,1800,10
600,0,1500,10,2100,-10
600,0,1500,20,2100,10
600,0,1500,30,2100,10
600,0,1500,40,2100,10
600,0,1500,50,2100,10
600,0,1500,60,2100,10
700,0,1500,10,2100,-10
700,0,1500,20,2100,0
700,0,1500,30,2100,-10
700,0,1500,40,2100,10
700,0,1500,50,2100,10
700,0,1500,60,2100,-10
800,0,1500,10,2400,-10
800,0,1500,20,2100,10
800,0,1500,30,2100,0
800,0,1500,40,2400,0
800,0,1500,50,2100,0
800,0,1500,60,2100,-10
900,0,1500,10,2400,0
900,0,1500,20,2400,0
900,0,1500,30,2400,-10
900,0,1500,40,2400,-10
900,0,1500,50,2400,0
900,0,1500,60,2400,-10
1000,0,1500,10,2400,10
1000,0,1500,20,2400,-10
1000,0,1500,30,2400,-10
1000,0,1500,40,2400,10
1000,0,1500,50,2400,-10
1000,0,1500,60,2400,0
1100,0,1500,10,2700,-10
1100,0,1500,20,2400,0
1100,0,1500,30,2400,10
1100,0,1500,40,2700,-10
1100,0,1500,50,2700,10
1100,0,1500,60,2700,0
1200,0,1500,10,2700,10
1200,0,1500,20,2700,10
1200,0,1500,30,2700,10
1200,0,1500,40,2700,-10
1200,0,1500,50,2700,10
1200,0,1500,60,2700,10
1300,0,1500,10,2700,-10
1300,0,1500,20,2700,0
1300,0,1500,30,2700,0
1300,0,1500,40,2700,0
1300,0,1500,50,2700,0
1300,0,1500,60,2700,-10
1400,0,1500,10,2700,10
1400,0,1500,20,2700,0
1400,0,1500,30,3000,10
1400,0,1500,40,3000,0
1400,0,1500,50,2700,0
1400,0,1500,60,3000,0
1500,0,1500,10,3000,10
1500,0,1500,20,3000,-10
1500,0,1500,30,3000,-10
1500,0,1500,40,3000,-10
1500,0,1500,50,3000,0
1500,0,1500,60,3000,10
0,1,1500,10,1500,10
0,1,1500,20,1500,0
0,1,1500,30,1500,10
0,1,1500,40,1500,-10
0,1,1500,50,1500,-10
0,1,1500,60,1500,-10
100,1,1500,10,1500,10
100,1,1500,20,1500,10
100,1,1500,30,1500,10
100,1,1500,40,1500,0
100,1,1500,50,1500,10
100,1,1500,60,1500,-10
200,1,1500,10,1800,0
200,1,1500,20,1800,0
200,1,1500,30,1800,0
200,1,1500,40,1500,0
200,1,1500,50,1500,0
200,1,1500,60,1500,-10
300,1,1500,10,1800,-10
300,1,1500,20,1800,10
300,1,1500,30,1800,-10
300,1,1500,40,1800,-10
300,1,1500,50,1800,0
300,1,1500,60,1800,-10
400,1,1500,10,1800,-10
400,1,1500,20,1800,-10
400,1,1500,30,1800,0
400,1,1500,40,1800,-10
400,1,1500,50,1800,10
400,1,1500,60,1800,-10
500,1,1500,10,1800,0
500,1,1500,20,2100,0
500,1,1500,30,2100,0
500,1,1500,40,2100,0
500,1,1500,50,1800,10
500,1,1500,60,2100,10
600,1,1500,10,2100,-10
600,1,1500,20,2100,10
600,1,1500,30,2100,10
600,1,1500,40,2100,0
600,1,1500,50,2100,10
600,1,1500,60,2100,10
700,1,1500,10,2100,0
700,1,1500,20,2100,-10
700,1,1500,30,2100,-10
700,1,1500,40,2100,10
700,1,1500,50,2100,10
700,1,1500,60,2100,10
800,1,1500,10,2100,10
800,1,1500,20,2400,10
800,1,1500,30,2100,10
800,1,1500,40,2400,0
800,1,1500,50,2100,0
800,1,1500,60,2100,-10
900,1,1500,10,2400,0
900,1,1500,20,2400,0
900,1,1500,30,2400,-10
900,1,1500,40,2400,10
900,1,1500,50,2400,-10
900,1,1500,60,2400,10
1000,1,1500,10,2400,-10
1000,1,1500,20,2400,10
1000,1,1500,30,2400,-10
1000,1,1500,40,2400,0
1000,1,1500,50,2400,-10
1000,1,1500,60,2400,10
1100,1,1500,10,2700,0
1100,1,1500,20,2700,10
1100,1,1500,30,2400,0
1100,1,1500,40,2700,10
1100,1,1500,50,2700,0
1100,1,1500,60,2700,-10
1200,1,1500,10,2700,0
1200,1,1500,20,2700,-10
1200,1,1500,30,2700,0
1200,1,1500,40,2700,0
1200,1,1500,50,2700,-10
1200,1,1500,60,2700,-10
1300,1,1500,10,2700,10
1300,1,1500,20,2700,10
1300,1,1500,30,2700,-10
1300,1,1500,40,2700,0
1300,1,1500,50,2700,10
1300,1,1500,60,2700,-10
1400,1,1500,10,3000,10
1400,1,1500,20,2700,0
1400,1,1500,30,2700,0
1400,1,1500,40,3000,-10
1400,1,1500,50,3000,10
1400,1,1500,60,2700,0
1500,1,1500,10,3000,0
1500,1,1500,20,3000,0
1500,1,1500,30,3000,0
1500,1,1500,40,3000,-10
1500,1,1500,50,3000,10
1500,1,1500,60,3000,0
0,0,1800,10,1200,10
0,0,1800,20,1200,0
0,0,1800,30,1200,-10
0,0,1800,40,1200,-10
0,0,1800,50,1200,0
0,0,1800,60,1200,-10
100,0,1800,10,1200,10
100,0,1800,20,1200,10
100,0,1800,30,1200,10
100,0,1800,40,1200,-10
100,0,1800,50,1200,-10
100,0,1800,60,1200,0
200,0,1800,10,1500,10
200,0,1800,20,1500,0
200,0,1800,30,1200,0
200,0,1800,40,1200,10
200,0,1800,50,1500,0
200,0,1800,60,1500,0
300,0,1800,10,1500,0
300,0,1800,20,1500,0
300,0,1800,30,1500,10
300,0,1800,40,1500,0
300,0,1800,50,1500,10
300,0,1800,60,1500,10
400,0,1800,10,1500,0
400,0,1800,20,1500,-10
400,0,1800,30,1500,10
400,0,1800,40,1500,-10
400,0,1800,50,1500,-10
400,0,1800,60,1500,-10
500,0,1800,10,1800,10
500,0,1800,20,1800,0
500,0,1800,30,1500,0
500,0,1800,40,1500,0
500,0,1800,50,1500,10
500,0,1800,60,1500,10
600,0,1800,10,1800,-10
600,0,1800,20,1800,-10
600,0,1800,30,1800,-10
600,0,1800,40,1800,10
600,0,1800,50,1800,-10
600,0,1800,60,1800,0
700,0,1800,10,1800,10
700,0,1800,20,1800,10
700,0,1800,30,1800,-10
700,0,1800,40,1800,10
700,0,1800,50,1800,-10
700,0,1800,60,1800,0
800,0,1800,10,1800,-10
800,0,1800,20,1800,0
800,0,1800,30,2100,0
800,0,1800,40,2100,0
800,0,1800,50,2100,-10
800,0,1800,60,1800,0
900,0,1800,10,2100,-10
900,0,1800,20,2100,-10
900,0,1800,30,2100,0
900,0,1800,40,2100,0
900,0,1800,50,2100,-10
900,0,1800,60,2100,-10
1000,0,1800,10,2100,0
1000,0,1800,20,2100,-10
1000,0,1800,30,2100,0
1000,0,1800,40,2100,0
1000,0,1800,50,2100,10
1000,0,1800,60,2100,10
1100,0,1800,10,2100,-10
1100,0,1800,20,2100,0
1100,0,1800,30,2400,0
1100,0,1800,40,2100,0
1100,0,1800,50,2400,-10
1100,0,1800,60,2400,10
1200,0,1800,10,2400,10
1200,0,1800,20,2400,0
1200,0,1800,30,2400,0
1200,0,1800,40,2400,-10
1200,0,1800,50,2400,-10
1200,0,1800,60,2400,0
1300,0,1800,10,2400,0
1300,0,1800,20,2400,-10
1300,0,1800,30,2400,10
1300,0,1800,40,2400,10
1300,0,1800,50,2400,-10
1300,0,1800,60,2400,10
1400,0,1800,10,2400,10
1400,0,1800,20,2700,10
1400,0,1800,30,2400,10
1400,0,1800,40,2400,0
1400,0,1800,50,2400,0
1400,0,1800,60,2400,-10
1500,0,1800,10,2700,-10
1500,0,1800,20,2700,0
1500,0,1800,30,2700,-10
1500,0,1800,40,2700,0
1500,0,1800,50,2700,0
1500,0,1800,60,2700,-10
1600,0,1800,10,2700,0
1600,0,1800,20,2700,-10
1600,0,1800,30,2700,0
1600,0,1800,40,2700,0
1600,0,1800,50,2700,0
1600,0,1800,60,2700,10
1700,0,1800,10,3000,-10
1700,0,1800,20,3000,10
1700,0,1800,30,3000,10
1700,0,1800,40,2700,-10
1700,0,1800,50,2700,10
1700,0,1800,60,2700,0
1800,0,1800,10,3000,-10
1800,0,1800,20,3000,0
1800,0,1800,30,3000,10
1800,0,1800,40,3000,10
1800,0,1800,50,3000,-10
1800,0,1800,60,3000,10
0,1,1800,10,1200,-10
0,1,1800,20,1200,-10
0,1,1800,30,1200,-10
0,1,1800,40,1200,0
0,1,1800,50,1200,10
0,1,1800,60,1200,-10
100,1,1800,10,1200,10
100,1,1800,20,1200,10
100,1,1800,30,1200,0
100,1,1800,40,1200,10
100,1,1800,50,1200,0
100,1,1800,60,1200,0
200,1,1800,10,1200,0
200,1,1800,20,1500,0
200,1,1800,30,1500,0
200,1,1800,40,1200,10
200,1,1800,50,1200,10
200,1,1800,60,1200,0
300,1,1800,10,1500,10
300,1,1800,20,1500,-10
300,1,1800,30,1500,10
300,1,1800,40,1500,0
300,1,1800,50,1500,0
300,1,1800,60,1500,0
400,1,1800,10,1500,0
400,1,1800,20,1500,-10
400,1,1800,30,1500,10
400,1,1800,40,1500,-10
400,1,1800,50,1500,10
400,1,1800,60,1500,-10
500,1,1800,10,1500,10
500,1,1800,20,1800,0
500,1,1800,30,1500,0
500,1,1800,40,1500,10
500,1,1800,50,1800,-10
500,1,1800,60,1800,0
600,1,1800,10,1800,0
600,1,1800,20,1800,0
600,1,1800,30,1800,10
600,1,1800,40,1800,0
600,1,1800,50,1800,-10
600,1,1800,60,1800,10
700,1,1800,10,1800,0
700,1,1800,20,1800,0
700,1,1800,30,1800,0
700,1,1800,40,1800,0
700,1,1800,50,1800,10
700,1,1800,60,1800,10
800,1,1800,10,2100,-10
800,1,1800,20,1800,0
800,1,1800,30,1800,0
800,1,1800,40,1800,10
800,1,1800,50,2100,10
800,1,1800,60,1800,-10
900,1,1800,10,2100,-10
900,1,1800,20,2100,10
900,1,1800,30,2100,-10
900,1,1800,40,2100,0
900,1,1800,50,2100,10
900,1,1800,60,2100,-10
1000,1,1800,10,2100,-10
1000,1,1800,20,2100,0
1000,1,1800,30,2100,0
1000,1,1800,40,2100,0
1000,1,1800,50,2100,-10
1000,1,1800,60,2100,-10
1100,1,1800,10,2100,0
1100,1,1800,20,2400,0
1100,1,1800,30,2100,0
1100,1,1800,40,2100,-10
1100,1,1800,50,2400,-10
1100,1,1800,60,2400,10
1200,1,1800,10,2400,-10
1200,1,1800,20,2400,10
1200,1,1800,30,2400,0
1200,1,1800,40,2400,10
1200,1,1800,50,2400,10
1200,1,1800,60,2400,10
1300,1,1800,10,2400,10
1300,1,1800,20,2400,0
1300,1,1800,30,2400,0
1300,1,1800,40,2400,10
1300,1,1800,50,2400,0
1300,1,1800,60,2400,0
1400,1,1800,10,2700,10
1400,1,1800,20,2400,0
1400,1,1800,30,2400,0
1400,1,1800,40,2700,10
1400,1,1800,50,2700,-10
1400,1,1800,60,2400,-10
1500,1,1800,10,2700,0
1500,1,1800,20,2700,-10
1500,1,1800,30,2700,-10
1500,1,1800,40,2700,10
1500,1,1800,50,2700,-10
1500,1,1800,60,2700,10
1600,1,1800,10,2700,10
1600,1,1800,20,2700,0
1600,1,1800,30,2700,0
1600,1,1800,40,2700,0
1600,1,1800,50,2700,-10
1600,1,1800,60,2700,-10
1700,1,1800,10,3000,0
1700,1,1800,20,3000,10
1700,1,1800,30,3000,0
1700,1,1800,40,3000,10
1700,1,1800,50,3000,0
1700,1,1800,60,3000,0
1800,1,1800,10,3000,-10
1800,1,1800,20,3000,0
1800,1,1800,30,3000,0
1800,1,1800,40,3000,10
1800,1,1800,50,3000,0
1800,1,1800,60,3000,-10
0,0,2100,10,900,-10
0,0,2100,20,900,10
0,0,2100,30,900,-10
0,0,2100,40,900,-10
0,0,2100,50,900,0
0,0,2100,60,900,-10
100,0,2100,10,900,0
100,0,2100,20,900,0
100,0,2100,30,900,-10
100,0,2100,40,900,10
100,0,2100,50,900,10
100,0,2100,60,900,-10
200,0,2100,10,1200,0
200,0,2100,20,1200,0
200,0,2100,30,1200,10
200,0,2100,40,900,-10
200,0,2100,50,900,10
200,0,2100,60,900,10
300,0,2100,10,1200,10
300,0,2100,20,1200,10
300,0,2100,30,1200,0
300,0,2100,40,1200,0
300,0,2100,50,1200,10
300,0,2100,60,1200,0
400,0,2100,10,1200,-10
400,0,2100,20,1200,-10
400,0,2100,30,1200,0
400,0,2100,40,1200,10
400,0,2100,50,1200,-10
400,0,2100,60,1200,-10
500,0,2100,10,1500,10
500,0,2100,20,1200,0
500,0,2100,30,1500,10
500,0,2100,40,1500,10
500,0,2100,50,1200,-10
500,0,2100,60,1500,10
600,0,2100,10,1500,10
600,0,2100,20,1500,0
600,0,2100,30,1500,10
600,0,2100,40,1500,0
600,0,2100,50,1500,-10
600,0,2100,60,1500,0
700,0,2100,10,1500,10
700,0,2100,20,1500,0
700,0,2100,30,1500,10
700,0,2100,40,1500,-10
700,0,2100,50,1500,10
700,0,2100,60,1500,10
800,0,2100,10,1500,-10
800,0,2100,20,1800,0
800,0,2100,30,1500,0
800,0,2100,40,1800,0
800,0,2100,50,1500,-10
800,0,2100,60,1500,-10
900,0,2100,10,1800,0
900,0,2100,20,1800,10
900,0,2100,30,1800,0
900,0,2100,40,1800,0
900,0,2100,50,1800,10
900,0,2100,60,1800,10
1000,0,2100,10,1800,10
1000,0,2100,20,1800,-10
1000,0,2100,30,1800,10
1000,0,2100,40,1800,0
1000,0,2100,50,1800,0
1000,0,2100,60,1800,0
1100,0,2100,10,2100,0
1100,0,2100,20,1800,10
1100,0,2100,30,1800,0
1100,0,2100,40,1800,10
1100,0,2100,50,2100,0
1100,0,2100,60,1800,10
1200,0,2100,10,2100,10
1200,0,2100,20,2100,10
1200,0,2100,30,2100,0
1200,0,2100,40,2100,0
1200,0,2100,50,2100,-10
1200,0,2100,60,2100,-10
1300,0,2100,10,2100,-10
1300,0,2100,20,2100,0
1300,0,2100,30,2100,-10
1300,0,2100,40,2100,0
1300,0,2100,50,2100,10
1300,0,2100,60,2100,0
1400,0,2100,10,2100,10
1400,0,2100,20,2100,0
1400,0,2100,30,2100,10
1400,0,2100,40,2400,10
1400,0,2100,50,2100,0
1400,0,2100,60,2100,-10
1500,0,2100,10,2400,0
1500,0,2100,20,2400,-10
1500,0,2100,30,2400,10
1500,0,2100,40,2400,0
1500,0,2100,50,2400,10
1500,0,2100,60,2400,-10
1600,0,2100,10,2400,-10
1600,0,2100,20,2400,10
1600,0,2100,30,2400,10
1600,0,2100,40,2400,0
1600,0,2100,50,2400,-10
1600,0,2100,60,2400,10
1700,0,2100,10,2700,10
1700,0,2100,20,2700,10
1700,0,2100,30,2400,10
1700,0,2100,40,2400,-10
1700,0,2100,50,2400,10
1700,0,2100,60,2700,-10
1800,0,2100,10,2700,10
1800,0,2100,20,2700,10
1800,0,2100,30,2700,-10
1800,0,2100,40,2700,-10
1800,0,2100,50,2700,-10
1800,0,2100,60,2700,10
1900,0,2100,10,2700,-10
1900,0,2100,20,2700,0
1900,0,2100,30,2700,0
1900,0,2100,40,2700,10
1900,0,2100,50,2700,10
1900,0,2100,60,2700,10
2000,0,2100,10,3000,0
2000,0,2100,20,3000,0
2000,0,2100,30,2700,0
2000,0,2100,40,3000,-10
2000,0,2100,50,3000,10
2000,0,2100,60,3000,0
2100,0,2100,10,3000,0
2100,0,2100,20,3000,10
2100,0,2100,30,3000,0
2100,0,2100,40,3000,-10
2100,0,2100,50,3000,-10
2100,0,2100,60,3000,0
